GISJOIN,YEAR,STATE,STATEFP,STATENH,NAME,A00AA,A08AA,A08AB,D08AA,D08AB,AR9AA,B58AA,B58AB,B58AC,B58AD,B58AE,B58AF,B58AG,B58AH,B58AI,B58AJ,B58AK,B58AL,B58AM,B58AN,B58AO,B58AP,B58AQ,B58AR,B58AS,B58AT,B58AU,B58AV,B58AW,B58AX,B58AY,B58AZ,B58BA,B58BB,B58BC,B58BD,B58BE,B58BF,B58BG,B58BH,B58BI,B58BJ,B18AA,B18AB,B18AC,B18AD,B18AE,AS9AA,AS9AB,A39AA,A39AB,A39AC,A39AD,A39AE,A39AF,A39AG,A39AH,A39AI,A39AJ,A39AK,A39AL,A39AM,A39AN,A39AO,A39AP,CQ9AA,CR1AA,CR3AA,CR3AB,A68AA,CL5AA,AG4AA,AG4AB,AG4AC,AG4AD,AG4AE,AG4AF,AG4AG,AG4AH,AG4AI,AG4AJ,AG4AK,AG4AL
"G120","1990","Florida","12","120","Florida",12937926,6261719,6676207,2866237,10071689,36.5,435251,416447,383021,233714,176699,90463,85777,265264,530513,532185,895654,623677,275935,117716,190213,613708,325354,70128,414345,397671,365334,220454,168412,87181,83492,258369,521593,531953,915502,667934,312617,139788,231321,755944,464315,139982,10749285,1759534,36335,392772,,6075114,6555351,847648,812270,744925,446938,307291,160230,156305,500022,2061492,1781102,1277202,582448,254579,416930,1350754,930329,2851781,2281083,1631149,649934,3511825,10373836,1043380,508989,534391,1748354,74198,32306,41892,97337,299821,116276,183545,248735
"G130","1990","Georgia","13","130","Georgia",6478216,3144503,3333713,1727303,4750913,31.6,253675,247095,238812,144213,110989,55625,52036,155157,293492,287097,495281,327495,123637,44920,64462,164102,72180,14235,241860,236857,227802,136989,104961,53584,51311,154921,296460,297847,520417,341456,136098,51579,77818,223949,136795,43009,4600148,1746565,13348,118155,,3033243,3271340,494908,483417,465193,277283,183959,94249,92327,292596,1143553,1001025,663318,257641,95575,140675,380626,238238,1720801,618864,422305,196559,1713072,5407933,633297,295859,337438,673459,32654,12715,19939,44021,189088,73325,115763,140553
"G150","1990","Hawaii","15","150","Hawaii",1108229,563891,544338,280126,828103,32.7,42748,41579,38144,21807,16290,10278,10272,30002,52738,51325,91323,54272,21087,8918,13733,37544,17854,3977,40475,39328,35752,20293,14101,7880,7741,24621,47440,49193,87016,54503,24288,10357,15720,41109,18101,6420,369616,27195,5099,706319,,535947,534650,82819,80620,73616,41539,26000,14142,14077,47640,192822,175592,107734,44996,19110,29187,77659,43044,278594,120703,96999,23704,263456,915783,101172,49469,51703,109296,5969,2277,3692,9610,18143,7029,11114,19266
"G160","1990","Idaho","16","160","Idaho",1006749,500956,505793,308405,698344,31.6,41082,46183,46328,24856,15989,7238,6959,19886,36247,40257,75377,49856,19292,7359,11267,32315,16836,3629,39111,43860,43858,23127,16466,7371,6532,17806,35820,40476,73791,49051,20115,7928,11996,37440,23276,7769,950451,3370,13780,39148,,489135,496124,80047,89906,89892,47330,28355,12970,12380,36091,150170,147738,98031,39131,15151,23062,68666,46339,307175,115005,80318,34687,263194,851183,111351,54502,56849,112847,5742,2057,3685,4371,19707,7366,12341,9176
"G170","1990","Illinois","17","170","Illinois",11430602,5552233,5878369,2946366,8484236,32.9,433375,428589,407375,239763,183685,92183,86091,258589,491782,500547,837792,567177,232646,92659,136807,355321,168790,39062,414766,408030,389093,225375,169178,86925,83008,253291,492308,508548,862352,599550,252935,103096,156542,466619,298266,108487,8952978,1694273,21836,761515,,5398642,5745004,847002,835631,794349,460601,299474,154592,152657,492612,1959558,1680905,1156015,480704,193535,289672,804879,541460,2937583,1346339,895919,450420,2924880,9434116,1067865,518282,549583,1204097,57721,23962,33759,89452,279172,108073,171099,226573
"G180","1990","Indiana","18","180","Indiana",5544159,2688281,2855878,1455964,4088195,32.9,203984,210824,208811,123340,94135,46642,43497,119087,221289,230266,404242,280110,114684,45583,67586,174219,81130,18852,194672,199639,197702,116992,93112,45975,43309,119125,226787,236767,414919,290681,125008,51229,77966,227822,141274,52899,5020700,432092,12720,78647,,2607036,2775131,398260,409954,404913,237177,150521,75529,75053,227236,900308,810958,566316,237802,95765,143949,393504,254922,1450304,648426,429236,219190,1480351,4606677,563404,256545,306859,638616,29776,10995,18781,30927,129971,47742,82229,87657
"G190","1990","Iowa","19","190","Iowa",2776755,1344802,1431953,718880,2057875,34.1,98754,107301,104787,57479,43919,22279,20661,56502,102258,110293,197989,134717,58589,23618,36787,100644,53709,14516,94449,102037,99430,54643,43375,21726,20567,54684,104358,111710,197332,139711,63746,26431,40517,126317,90181,40739,2683090,48090,7349,38226,,1300002,1377233,193052,209101,203340,110620,66415,33113,34053,105250,422546,391403,272064,121072,49456,76313,221902,167535,716113,389437,253105,136332,740819,2259729,286598,133280,153318,343295,12798,4977,7821,12987,54207,21511,32696,30934
"G200","1990","Kansas","20","200","Kansas",2477574,1214645,1262929,661614,1815960,32.9,96837,100504,92409,50095,38371,20553,19080,53623,101772,106272,182504,116144,49887,19722,30187,81824,43293,11568,91553,95477,87064,47675,36035,18758,17914,50159,99652,105477,178822,119244,53934,21807,33472,102840,72373,30673,2231986,143076,21965,80547,,1168251,1226558,188253,195769,178829,96239,59661,31852,31635,97418,403256,355376,233070,102891,41085,62867,180978,135630,659090,316608,208328,108280,658600,2028155,259870,126866,133004,292625,12562,4806,7756,12110,51987,20719,31268,29446
"G210","1990","Kentucky","21","210","Kentucky",3685296,1785235,1900061,954094,2731202,33.1,128925,135787,141652,83909,63224,30094,28462,80772,148086,151212,269631,186193,77667,29689,44674,116423,55760,13075,121946,129670,133635,78570,59458,29402,28020,80557,153207,157614,279432,196173,85154,34096,51540,151803,96492,33292,3391832,262907,5769,24788,,1728339,1855781,250692,265165,274489,160105,102866,49742,49312,152367,597484,542654,379105,161373,63154,95194,263185,177233,950451,440418,291613,148805,1015998,3128335,390676,169710,220966,426056,17474,6113,11361,22132,90136,32685,57451,69524
"G220","1990","Louisiana","22","220","Louisiana",4219973,2031386,2188587,1227269,2992704,31.1,170614,182631,174425,97879,69394,34291,32814,93149,167974,174677,294720,194622,80199,31215,47175,118455,55006,12146,164036,175734,168030,93920,70947,35378,32853,95685,177401,183870,311216,211818,91728,36513,56074,156553,95344,31487,2839138,1299281,18541,63013,,1965411,2141984,334411,357973,341215,188916,122129,61540,59585,179324,685435,595978,402221,170005,66942,101935,268844,170942,1222515,439786,294786,145000,1089882,3576387,403026,189046,213980,400256,23701,9741,13960,28770,138509,56097,82412,95620
"G230","1990","Maine","23","230","Maine",1227928,597850,630078,309002,918926,33.9,43968,45452,43426,25794,19279,9334,8837,25136,48792,52301,96601,62010,26205,10218,15316,40507,19947,4727,41754,43054,41153,24401,18453,9166,8497,25070,49981,54161,96744,62741,28011,11404,17296,51093,33600,13499,1208360,5138,5998,8432,,577844,612915,85673,88463,84425,49668,30080,14610,14701,47198,201047,191203,123813,53757,21429,32233,89740,62719,308229,152459,100126,52333,328685,996624,126298,57613,68685,144267,7188,3064,4124,6572,27657,10770,16887,16703
"G240","1990","Maryland","24","240","Maryland",4781468,2318671,2462797,1162241,3619227,33.1,183190,168911,152048,89657,69272,36751,35767,111734,221623,221044,377728,255880,97768,37839,54049,136818,56719,11873,174628,163462,145116,85229,66492,35896,35334,114127,227573,229858,399278,265921,104402,41255,62154,177673,99776,34623,3393964,1189899,12972,184633,,2250277,2417335,357231,331969,296205,172187,117522,63050,63509,215834,880416,767148,518090,200852,78431,115161,309330,180677,1157592,490007,341749,148258,1245814,3915552,436878,215989,220889,511685,26789,11351,15438,38573,122240,46105,76135,109649
"G250","1990","Massachusetts","25","250","Massachusetts",6016425,2888745,3127680,1353075,4663350,33.6,211083,193868,178600,109940,96309,52637,51281,150459,277579,269814,450975,291446,120932,48644,72904,196760,93194,22320,201390,184167,169493,104534,99151,54031,52050,153181,279341,274627,467481,308649,132526,54961,85088,263121,174000,69889,5405374,300130,12241,298680,,2788566,3013552,411459,377338,346644,211390,145144,82907,85921,288125,1082309,907512,593581,250357,102156,155619,449284,312372,1346831,761656,503017,258639,1514746,4768575,524207,261896,262311,646068,22986,9712,13274,50562,141911,57894,84017,129012
"G260","1990","Michigan","26","260","Michigan",9295297,4512781,4782516,2458765,6836532,32.6,359179,354276,341138,203738,150475,74738,71096,203736,376794,396653,691103,464599,188020,76149,114157,287707,129122,30101,343375,337971,325232,193856,148734,76019,72077,207652,387468,413638,715046,483520,204767,83872,127758,368131,216594,76806,7756086,1291706,55638,191867,,4396899,4686706,701953,691693,664469,393136,255334,132393,131490,396875,1547931,1389795,940560,389790,158660,239656,645025,404845,2451251,1049870,708298,341572,2439171,7718227,874878,412947,461931,1008265,49768,19790,29978,64021,267681,112519,155162,174558
"G270","1990","Minnesota","27","270","Minnesota",4375099,2145183,2229916,1166783,3208316,32.5,172055,177049,160702,87866,63493,33044,31124,93076,190480,199447,335033,212977,85014,32908,49316,132284,69837,19478,164745,168791,152595,82980,63270,33002,31422,94378,191279,198537,331051,215483,88052,35400,53596,162238,113740,49357,4130395,94944,49909,99851,,2090575,2166903,336506,345530,312355,168937,104977,56038,56712,181700,770015,659544,424542,171326,67518,101583,287739,212456,1163328,500195,324959,175236,1130683,3540510,459997,228518,231479,482527,21668,9058,12610,24937,90395,37062,53333,51159
"G280","1990","Mississippi","28","280","Mississippi",2573216,1230617,1342599,746761,1826455,31.3,99515,108214,109073,64469,48450,22395,20237,54161,95405,96955,169217,118479,49891,19068,29165,76524,40023,9376,95850,103704,104232,61704,48256,22746,21083,56018,102335,105325,180347,129266,57893,22965,35514,103625,68777,22959,1633461,915057,8525,16173,,1193462,1310037,195236,211674,212550,124631,78888,37730,36156,104091,392684,345978,245893,106948,41641,63994,177043,128362,744091,305405,202631,102774,674378,2205483,241822,107356,134466,256418,13709,5475,8234,17208,85174,33650,51524,60047
"G290","1990","Missouri","29","290","Missouri",5117073,2464315,2652758,1314826,3802247,33.6,189244,194084,184880,105941,78786,38671,35845,104658,208033,212879,359676,253706,109127,42408,64681,171876,88294,21526,180000,184766,175601,100310,77780,39131,35922,106398,211968,219162,375095,269471,119429,48083,73657,222326,153968,59691,4486228,548208,19835,62802,,2391383,2580293,368847,378328,358813,203575,129675,66046,64386,202227,836562,725794,518433,226248,89460,136656,385954,280672,1309563,666626,433951,232675,1368334,4211555,502487,236435,266052,602236,26200,10415,15785,29236,122655,47097,75558,85520
"G300","1990","Montana","30","300","Montana",799065,395769,403296,222104,576961,33.9,30409,33493,32363,18023,11450,5358,5039,13852,27742,32773,64219,41508,16756,6718,10012,28453,14386,3215,28848,31884,30536,16548,10792,5103,4763,13654,28369,34186,62537,40798,17249,7176,10410,32431,20551,7461,741111,2381,47679,7894,,383396,391922,58749,64952,62413,33873,18370,8803,8686,25958,120595,125098,81376,33658,13744,20161,59461,39421,219987,98882,65093,33789,211666,652396,83514,38980,44534,93012,4947,1757,3190,3796,17981,7264,10717,8416
"G310","1990","Nebraska","31","310","Nebraska",1578385,769439,808946,429012,1149373,33.0,61407,64659,60239,33940,23590,11574,11004,31899,62702,66117,114179,73913,32400,12909,19572,52610,28667,8058,58199,61742,57144,31682,23648,11683,10984,31505,62516,65873,114633,75476,34881,14067,21180,65033,47556,21144,1480558,57404,12410,28013,,747267,783565,119476,126292,116914,64564,36957,18955,19374,60952,253949,226938,148244,66683,26698,40292,115052,89492,427246,204544,132319,72225,415427,1292995,167902,82189,85713,182612,6952,2638,4314,7786,32081,13047,19034,18094
"G320","1990","Nevada","32","320","Nevada",1201833,611880,589953,296948,904885,33.4,47368,43840,38820,22409,15845,8566,8695,28045,58212,57680,99037,70029,28017,10963,15783,41744,14542,2285,44849,41722,37188,20752,15154,8298,8253,26089,52371,53764,93228,65971,26664,10503,16087,44041,19841,5178,1012695,78771,19637,90730,,595116,582517,92008,85400,75634,42263,29440,15843,16082,52162,216555,188702,133754,53866,21099,31422,84359,39044,295305,123403,85054,38349,307400,940014,105601,55092,50509,133972,9769,4277,5492,10549,28428,11537,16891,19081
"G330","1990","New Hampshire","33","330","New Hampshire",1109252,543544,565708,278755,830497,32.8,42978,41349,36696,21481,17093,8799,8524,24051,48763,52940,91455,56597,22119,8472,12297,31797,14781,3352,41587,39292,35029,20343,17547,8960,8666,23962,49899,53221,91177,55618,22584,9046,13678,39674,25491,9934,1087433,7198,2134,12487,,528717,548384,84512,80558,71482,41412,25790,13593,14336,45696,202660,181595,111646,44399,17373,25712,70230,46107,277964,116337,78873,37464,292601,903997,119282,59073,60209,126025,6113,2586,3527,6404,20399,7472,12927,14378
"G340","1990","New Jersey","34","340","New Jersey",7730188,3735685,3994503,1799462,5930726,34.5,272333,252235,246555,150260,108989,57464,55248,173095,334651,342273,584990,408912,169654,68818,101251,263415,119618,25924,260304,240809,234428,142538,103601,56025,53842,170920,334266,349461,611669,434097,186023,76895,116557,346777,206668,69623,6130465,1036825,14970,547928,,3642391,3916429,531401,492240,479675,290218,189919,99912,98069,329527,1334656,1182330,836172,352659,144291,215651,600329,381771,1793534,982100,687655,294445,2021346,6484799,707773,344974,362799,870929,34938,14799,20139,69251,159877,55661,104216,178578
"G350","1990","New Mexico","35","350","New Mexico",1515069,745253,769816,446741,1068328,31.4,64169,66612,62064,34987,23220,11347,10579,31556,63103,64626,112754,71838,29842,11594,16408,44975,21000,4579,61709,64447,59568,33185,22546,11055,10597,30924,62980,66040,114963,75610,32196,12611,18877,52632,30223,9653,1146028,30210,134355,204476,,727448,758814,125719,130881,121199,66937,40699,20002,19488,59830,252259,225439,146395,61659,24019,34990,96432,60314,444736,156746,110799,45947,391487,1275545,152802,74183,78619,150987,13550,6539,7011,9593,40381,16353,24028,24174
"G360","1990","New York","36","360","New York",17990455,8625673,9364782,4259549,13730906,34.0,642748,603086,582620,351103,275658,149510,140761,415458,774559,775543,1324085,910288,382319,155359,224151,575701,275771,66953,613016,574920,557557,334499,268867,145031,138928,419211,790058,798028,1400600,1003632,429538,180043,265557,772578,491499,181220,13385255,2859055,62651,1683494,,8324357,9120833,1251070,1174675,1133619,675013,455503,250364,247586,794185,3053163,2677498,1890234,802257,330693,482690,1319656,906984,4234377,2226640,1473164,753476,4489312,14472637,1496150,731124,765026,1819695,89585,38905,50680,164616,478724,191884,286840,440542
"G370","1990","North Carolina","37","370","North Carolina",6628637,3214290,3414347,1606149,5022488,33.2,233576,224834,223067,138835,116365,63646,61044,163820,288376,282072,493945,338789,138660,53542,80011,207128,88189,18391,225379,214787,213773,131898,110732,57603,54331,153512,284499,288928,513666,359916,157079,62539,95072,275977,163078,51578,5008491,1456323,80155,83668,,3076025,3328142,458548,439036,435127,267778,178992,94485,95047,293035,1113341,993701,693006,293238,114929,173206,474118,286580,1600489,760698,523246,237452,1812053,5483634,633607,288857,344750,790599,33634,13118,20516,44337,168554,63134,105420,141322
"G380","1990","North Dakota","38","380","North Dakota",638800,318201,320599,175385,463415,32.4,24413,26724,25165,13746,10622,5710,5208,14269,25613,27065,46488,28480,12704,5318,7907,22133,13031,3605,23432,25308,23655,12942,9358,5060,4755,12871,24541,26796,43532,28604,13564,5657,8238,25408,19243,7635,604142,3524,25917,5217,,305238,309328,47770,51993,48520,26365,14471,7918,8339,25532,102236,89103,56590,25990,10859,15920,46370,36590,174648,82960,54001,28959,166270,520535,70763,34134,36629,71611,2851,1141,1710,3522,11561,4911,6650,5962
"G390","1990","Ohio","39","390","Ohio",10847115,5226340,5620775,2799744,8047371,33.4,402122,406612,393130,232875,170614,84270,79681,229673,426245,454019,791566,538031,229688,92751,139529,359763,159538,36233,383027,388523,373692,219763,170667,85870,81938,233705,442319,472605,824289,575412,252838,103784,160916,468265,281365,101797,9521756,1154826,20358,150175,,5097575,5488089,784656,794508,764551,447386,291505,147103,147038,448301,1767481,1599661,1105478,478732,194699,297293,811886,505386,2791101,1317272,877864,439408,2895223,9029668,1053837,485999,567838,1240274,53752,20009,33743,69290,275680,108812,166868,202390
"G400","1990","Oklahoma","40","400","Oklahoma",3145585,1530819,1614766,837007,2308578,33.3,115789,125027,119525,69429,50635,25287,23599,64917,124659,129568,223201,157299,67347,25564,38733,104551,52802,12887,110734,119095,112367,65041,47988,24205,22389,62369,123950,131142,229040,165676,73867,28722,44208,130584,90428,32961,2583512,233801,252420,75852,,1477623,1574285,226185,243722,230848,132662,83061,41797,40638,120140,496777,445345,319298,139697,53624,81854,230042,166218,833417,396260,259825,136435,855321,2614488,321138,147760,173378,374823,17071,5979,11092,16820,77482,29682,47800,47987
"G410","1990","Oregon","41","410","Oregon",2842321,1397073,1445248,724130,2118191,34.6,103026,107486,103460,57484,39804,20724,19571,55802,106931,119014,237235,148525,56179,21903,34942,101947,51629,11411,98395,102289,97905,54085,38582,20217,18921,53907,105050,120549,237616,148070,59832,24564,38929,122491,76442,27404,2636787,46178,38496,120860,,1359048,1417068,200923,209351,200606,110020,67346,35877,35245,105188,442231,468791,293585,114753,45902,73059,220929,152310,720900,373239,254409,118830,750844,2266757,268672,126807,141865,344625,19838,7936,11902,15947,65101,25414,39687,36661
"G420","1990","Pennsylvania","42","420","Pennsylvania",11881643,5694265,6187378,2794810,9086833,35.1,409132,404354,386452,233433,182305,93334,89212,247769,455105,489019,860346,585478,260268,108859,170838,459952,212569,45840,387926,383947,368709,220857,181463,94114,90747,247831,465112,503220,884521,628367,292110,127276,200433,610069,374680,125996,10520201,1089795,14733,256914,,5523854,6009365,795668,787064,751866,447853,292808,154140,157006,474410,1878933,1724327,1202713,547397,233712,367162,1049662,668498,2782451,1718160,1157275,560885,3155989,9784606,1085429,508470,576959,1416643,56315,23386,32929,90594,245367,92258,153109,261641
"G440","1990","Rhode Island","44","440","Rhode Island",1003464,481496,521968,225690,777774,34.1,34384,32916,30261,18305,17459,9824,8731,24391,42980,43387,73220,46581,19842,8380,13191,36594,17000,4050,32585,30815,29145,17279,17819,9828,8807,23499,42872,44385,74397,49844,22235,9907,15648,49022,31915,11966,917375,38861,4071,43157,,462542,502327,66907,63644,59184,35272,24502,14455,14677,45487,170804,146105,95723,41722,18094,28506,83815,55972,225007,139787,92715,47072,258886,805072,89029,42743,46286,113254,4181,1688,2493,8080,23557,9552,14005,20785
"G450","1990","South Carolina","45","450","South Carolina",3486703,1688510,1798193,920207,2566496,32.1,130686,129687,129633,79010,62735,31595,30015,82012,148256,144836,256167,172533,69756,26212,39560,105832,42262,7723,125651,126389,124086,75065,60824,30360,28629,80356,148508,149748,267128,183077,79006,30591,47657,140473,77619,23026,2406974,1039884,8246,31599,,1616959,1753201,256129,255711,252641,151761,98205,49065,48724,150407,572141,514215,352354,147565,56289,86380,242348,136225,916242,378573,264146,114427,928206,2937197,332942,151997,180945,377147,17639,6728,10911,24274,96177,36163,60014,80027
"G460","1990","South Dakota","46","460","South Dakota",696004,342498,353506,198462,497542,32.6,27947,30061,28249,15207,10376,5118,4916,14137,26748,28250,48658,31053,14033,5866,8982,25359,13590,3948,26557,28734,27188,14519,10469,5051,4745,13301,26395,28020,46558,31616,15185,6310,9424,29112,20927,9395,637515,3258,50575,4656,,329362,340801,54445,58621,54998,29048,15355,7577,8265,25973,107374,93981,61862,28851,12024,18122,53204,40463,197112,93667,61001,32666,180306,570232,74213,36280,37933,78306,3586,1460,2126,3490,13891,5964,7927,6820
"G470","1990","Tennessee","47","470","Tennessee",4877185,2348928,2528257,1216604,3660581,33.6,170713,173189,173968,106432,81948,39523,36977,106950,197983,198835,362117,255653,103714,39773,58504,153471,73105,16073,162702,164179,165130,100291,77895,39582,36754,108026,204994,210509,378871,270557,117238,45694,69666,203952,129496,42721,4048068,778035,10039,41043,,2277236,2470820,333031,336891,337757,203651,134329,66992,64856,204374,796780,732338,522120,219175,84677,126854,350696,233535,1211330,584231,397613,186618,1348019,4109087,476970,210374,266596,582599,23653,8474,15179,32098,127475,46945,80530,105224
"G480","1990","Texas","48","480","Texas",16986510,8365963,8620547,4835839,12150671,30.9,711144,713663,662092,387745,284812,142132,134729,402393,774830,781544,1264029,800314,318069,120239,172757,442524,206400,46547,678910,682510,632261,367514,271620,138134,129929,387095,757910,771887,1274996,828320,343521,135181,199654,555715,345332,120058,12774762,2021632,65877,2124239,,8131504,8461559,1388607,1394132,1289429,746208,488898,249801,244062,756578,3020207,2506066,1614914,656014,252923,368463,980256,636505,4818376,1616761,1118117,498644,4343878,14264115,1753766,874257,879509,1681774,94201,38057,56144,112311,418932,159040,259892,282894
"G490","1990","Utah","49","490","Utah",1722850,855759,867091,627444,1095406,26.3,86889,94404,94416,46247,30074,12122,13401,42916,69370,68771,112615,68339,26676,10267,14962,40489,19353,4448,82744,89270,89430,44044,32090,15959,14545,38879,67951,68806,112057,70142,28254,10957,16295,47698,28807,9163,1615845,11576,24283,71146,,838754,855048,169512,183553,183447,88995,54043,26416,26554,79723,271263,222576,137322,54482,21014,30965,86981,56956,625507,143937,104065,39872,410862,1506899,202207,112532,89675,145822,7370,2816,4554,6386,33292,13504,19788,15785
"G500","1990","Vermont","50","500","Vermont",562758,275492,287266,143083,419675,33.0,21175,21417,19569,11347,9898,5120,4861,12060,22213,24526,46098,28798,11136,4278,6437,16593,8046,1920,20086,20372,18421,10696,9758,4895,4855,11719,23048,25470,46334,28591,11651,4758,7008,20479,13522,5603,555088,1951,1696,4023,,264920,276196,41239,41779,37952,21700,12504,6961,7628,22308,94186,91800,56999,22540,8934,13280,36226,25080,142670,61306,39913,21393,144895,443355,57807,27740,30067,61098,3683,1580,2103,2947,12436,4884,7552,6924
"G510","1990","Virginia","51","510","Virginia",6187358,3033974,3153384,1504738,4682620,32.7,226161,217304,203741,122573,103091,57092,55381,158338,289626,281268,489440,328048,124269,47042,67242,174547,73536,15275,216994,207057,194790,116118,96774,51148,49556,148351,284615,285179,502316,335284,132938,52124,79028,226075,130603,44434,4791739,1162994,15282,217343,,2901359,3076699,442589,423817,397114,235235,154308,85102,86771,283440,1109032,976985,657679,255107,98149,144722,392906,235102,1498755,628008,436300,191708,1629490,5030344,611011,290989,320022,691208,29554,11487,18067,42611,137616,51088,86528,117490
"G530","1990","Washington","53","530","Washington",4866692,2413747,2452945,1261387,3605305,33.1,187838,190090,173528,95772,70046,38081,36996,106370,209117,222509,402641,253343,94749,36628,53740,153347,72797,16155,178942,181003,164134,90080,66813,35869,33960,100404,202705,220857,401122,248200,96853,39119,59895,182687,110156,40146,4308937,149801,81483,326471,,2342498,2403663,365943,370368,336434,183535,117795,63407,63275,195974,837662,794230,497126,189908,74983,112545,330243,212733,1256280,542976,367515,175461,1264934,3872747,475264,235719,239545,554003,32334,13011,19323,27811,115430,47141,68289,60092
"G540","1990","West Virginia","54","540","West Virginia",1793477,861536,931941,443577,1349900,35.4,54738,61722,69394,42407,30380,13839,12691,33116,58550,67493,134128,93891,39693,16298,26020,67420,32578,7178,51921,58152,65419,39824,29444,13600,12611,34310,63594,72066,136976,97427,45572,19399,29905,88323,55125,18273,1725523,56295,2458,9201,,843509,913057,106557,119783,134533,81422,50732,24306,22983,65348,258953,269184,190183,84711,35438,55443,153378,103612,442295,256990,168473,88517,500259,1523569,186751,72976,113775,219354,9199,3109,6090,11428,38138,13197,24941,35389
"G550","1990","Wisconsin","55","550","Wisconsin",4891769,2392935,2498834,1288982,3602787,32.9,184752,192535,181775,102371,74692,38130,36462,107220,199600,209420,363840,237107,99641,40355,60180,160189,83547,21119,175978,183768,171812,95991,74235,38333,36658,106596,201745,211450,360777,241775,105006,43141,65203,198230,134962,53174,4512523,244539,39387,95320,,2329018,2429153,360482,376012,352441,196137,119692,64262,66871,207009,811774,718143,475040,202750,82614,123837,350413,250694,1285072,601107,398214,202893,1275172,4003201,493035,234164,258871,554975,23779,9848,13931,28853,108819,44281,64538,65711
"G560","1990","Wyoming","56","560","Wyoming",453588,227007,226581,135525,318063,32.1,17808,20702,20102,10954,7172,3296,2977,7872,16386,20470,38323,23097,8796,3592,5228,12976,5985,1271,16972,19915,18815,10257,6424,3133,2701,7811,16882,20558,35876,22400,9097,3662,5115,14783,8901,3279,427061,3606,9479,13442,,221098,222250,34751,40598,38769,20845,11558,5462,5084,14896,73051,73468,45112,17746,7191,10247,27283,17287,134963,44570,29414,15156,119825,378837,51894,23906,27988,48906,3016,1006,2010,2019,9990,3999,5991,4000
"G010","2000","Alabama","01","010","Alabama",4447100,2146504,2300596,1123422,3323678,35.8,151059,161782,164628,98184,66231,33085,31091,87629,149271,148670,334930,291764,107772,37215,51707,140015,73489,17982,144933,153563,155624,93649,66516,33529,32055,89476,151925,153149,350582,308445,117678,41751,59409,176733,122260,49319,3162808,1155930,22430,61753,44179,2081151,2251229,295753,314993,319231,189370,115188,58282,56603,167938,587345,671744,593199,223611,78352,110172,312094,238505,1119347,550599,371679,178920,1215968,3665852,391185,167685,223500,515731,29216,10016,19200,33370,141057,53055,88002,105409
"G020","2000","Alaska","02","020","Alaska",626932,324112,302820,190717,436215,32.4,24405,27519,29078,16999,9367,4482,4244,12466,22186,24121,58354,50261,14698,4154,5054,11233,4588,903,23186,26252,27583,15695,8033,3859,3683,11158,20801,22365,55695,44691,12725,3572,4547,11274,5970,1731,434534,21787,98043,38422,34146,310237,297346,47409,53616,56428,32169,15470,7100,6908,21799,85574,110493,92794,26907,7542,9425,21994,11955,189622,33949,23698,10251,152337,499263,63245,27912,35333,53073,7996,3065,4931,4086,17243,6731,10512,6694
"G040","2000","Arizona","04","040","Arizona",5130632,2561057,2569575,1366947,3763685,34.2,195634,199476,194064,112137,78471,39803,38020,113263,195400,191666,388657,307789,113487,39873,57050,171689,101550,23028,186752,190393,184147,104344,72770,36362,33909,101503,178706,176893,380147,320115,125188,44143,62631,192152,133923,45497,3873611,158873,255879,695743,146526,2488337,2532445,381833,389302,376796,212996,137888,70355,67787,206837,722203,751120,619341,236480,83352,118771,360233,285488,1360927,645721,461130,184591,1287367,4089118,428878,209069,219809,557425,49829,22668,27161,40454,129511,49504,80007,81270
"G050","2000","Arkansas","05","050","Arkansas",2673400,1304693,1368707,680369,1993031,36.0,92649,95940,99300,61386,40719,20100,18647,53016,89038,88236,197120,171244,66989,23226,32655,89904,50963,13561,88936,91284,93635,57239,39421,19432,18373,52030,87636,87935,201007,178275,72404,25595,35914,108430,78230,32931,2138598,418950,17808,62300,35744,1262997,1336495,181335,186991,192196,116703,69589,34439,33534,100187,343554,389610,345083,137969,48365,67856,194856,157225,677225,352081,237220,114861,732261,2190054,237174,102911,134263,329227,20656,7750,12906,18643,76774,30205,46569,49787
"G060","2000","California","06","060","California",33871648,16874892,16996756,9249829,24621819,33.3,1272884,1396480,1317135,758039,513587,258628,247456,739446,1311445,1382355,2772494,2133761,711203,234813,311292,854703,524989,134182,1214097,1329400,1253687,708107,471155,232201,223100,680457,1232096,1303166,2712847,2197874,756049,253832,346904,1033120,757189,291475,20170059,2263882,333346,9496715,1607646,16346325,16705569,2480687,2719416,2559699,1443839,886808,447863,435851,1357173,5091106,5356208,4264201,1449695,483026,650617,1857884,1567821,9203641,3425705,2405163,1020542,7920049,27165979,2989974,1443582,1546392,2887110,292346,125046,167300,302109,834716,302617,532099,613794
"G080","2000","Colorado","08","080","Colorado",4301261,2165983,2135278,1100795,3200466,34.3,152353,158119,160118,95120,64851,33194,32409,97016,175593,172898,372346,308351,96345,30375,40364,104913,57465,14153,145152,150309,151379,88245,59022,29087,27830,86702,156202,159334,364477,305774,98377,31584,42262,121397,84082,34063,3560005,165063,44241,409765,122187,2100530,2097776,296799,307919,310375,180993,104137,55439,55795,176329,648996,723706,607496,192961,61457,81916,223133,170855,1096086,393988,267834,126154,1084461,3349286,404866,186569,218297,453805,36609,13301,23308,30202,102113,35653,66460,56866
