GISJOIN,YEAR,STATE,STATEFP,STATENH,NAME,A00AA,A08AA,A08AB,D08AA,D08AB,AR9AA,B58AA,B58AB,B58AC,B58AD,B58AE,B58AF,B58AG,B58AH,B58AI,B58AJ,B58AK,B58AL,B58AM,B58AN,B58AO,B58AP,B58AQ,B58AR,B58AS,B58AT,B58AU,B58AV,B58AW,B58AX,B58AY,B58AZ,B58BA,B58BB,B58BC,B58BD,B58BE,B58BF,B58BG,B58BH,B58BI,B58BJ,B18AA,B18AB,B18AC,B18AD,B18AE,AS9AA,AS9AB,A39AA,A39AB,A39AC,A39AD,A39AE,A39AF,A39AG,A39AH,A39AI,A39AJ,A39AK,A39AL,A39AM,A39AN,A39AO,A39AP,CQ9AA,CR1AA,CR3AA,CR3AB,A68AA,CL5AA,AG4AA,AG4AB,AG4AC,AG4AD,AG4AE,AG4AF,AG4AG,AG4AH,AG4AI,AG4AJ,AG4AK,AG4AL
"G090","2000","Connecticut","09","090","Connecticut",3405565,1649319,1756246,841688,2563877,37.4,114129,125003,123706,68251,43040,20636,19664,54803,99980,122733,285229,234113,85621,26805,35604,104002,68068,17932,109215,119141,117881,64362,40974,19766,19140,53562,101487,127440,295820,246694,91340,29326,39917,127563,106277,46341,2780355,309843,9639,230880,74848,1593659,1703967,222921,243758,240624,130898,64562,30603,30975,100807,441225,572070,475758,175232,55484,74598,226759,211352,838201,438111,295460,142651,881170,2716631,307126,139052,168074,369341,21045,8220,12825,26247,91114,33700,57414,66297
"G100","2000","Delaware","10","100","Delaware",783600,380541,403059,194587,589013,36.0,26278,28712,28302,16606,11338,5768,5269,14579,25436,28433,62685,50279,18770,6412,8808,26019,13897,2950,25253,27101,26972,15363,12325,5913,5648,14488,25783,29188,64916,53720,20550,7069,9910,30396,20865,7599,584773,150666,2731,32397,13033,367346,391671,51418,55709,55093,31689,17539,9292,9627,27561,106050,124902,102700,38934,13365,18514,55595,41029,193909,96624,67115,29509,204590,621456,65535,28914,36621,87601,6665,2616,4049,5803,22975,8497,14478,16011
"G110","2000","District of Columbia","11","110","District of Columbia",572059,269366,302693,114992,457067,34.6,16483,17760,15097,8580,9436,5124,4818,13675,25232,24522,44009,35360,12675,4391,5661,15103,9017,2423,16053,17625,14921,8473,11378,5900,5496,16810,27617,24391,43668,39950,15128,5145,6783,20816,15987,6552,176101,343312,1713,37487,13446,251091,285406,32255,35244,29805,16544,10411,6509,7461,27710,98979,84564,72986,27175,9305,12129,34613,30807,113848,65420,37380,28040,114166,350100,20741,10414,10327,35890,3802,1607,2195,6701,24561,10384,14177,22471
"G120","2000","Florida","12","120","Florida",15982378,7797715,8184663,3646340,12336038,38.7,484767,529036,541727,315456,206018,101313,94967,278898,504211,549078,1237689,1005204,388142,139959,204603,668557,435930,112160,461056,502682,515297,296319,196274,96055,89943,267134,491147,539664,1247558,1064275,433375,159328,233606,783619,588204,219127,12465029,2335505,53541,751988,376315,7556566,8036867,943717,1029924,1052903,602837,359999,179061,171365,521085,2023564,2428033,2040383,813625,296709,434541,1435187,1260500,3629381,2695687,1893085,802602,4210760,12529011,1215197,535953,679244,1977069,126709,50497,76212,132785,437680,154988,282692,321320
"G130","2000","Georgia","13","130","Georgia",8186453,4027113,4159340,2169234,6017219,33.4,304100,313945,311645,181899,127915,65049,61420,179994,325750,330797,670503,524950,182321,58541,77053,192687,96156,22388,291050,301639,296114,168842,117621,60099,56347,169287,316000,326709,683005,555042,193330,63718,86493,243008,165567,65469,5327281,2349542,21737,373705,114188,3876400,4076231,594313,614933,605450,344891,208957,107955,105567,328250,1260997,1322134,1065742,372227,121046,161844,427455,310870,2159587,738325,512272,226053,2111647,6622196,732734,335495,397239,816066,60562,24108,36454,66875,258006,96796,161210,177404
"G150","2000","Hawaii","15","150","Hawaii",1211537,608671,602866,295767,915770,36.2,40110,43739,42740,25636,16564,9252,9647,26810,44016,44391,96577,85653,29905,9549,12744,38422,25646,7270,38053,41241,40366,23882,14920,7705,7368,22627,39984,42768,94600,85326,30656,10017,14090,46840,32129,10294,294102,22003,3535,632554,259343,584270,591485,77907,84733,82753,49035,27395,13777,14006,44315,165225,187398,168697,59855,19335,26477,84064,70783,294428,154847,122064,32783,287068,982348,96758,42581,54177,119319,8945,3484,5461,12123,23619,8521,15098,26304
"G160","2000","Idaho","16","160","Idaho",1293953,648660,645293,369030,924923,33.2,50047,51860,53697,34122,22009,9548,10245,29141,44117,43111,97089,85789,29949,10253,13522,36230,21950,5981,47596,48896,50911,31901,22826,10320,9151,25589,41011,41194,95879,84459,30075,10071,13659,39740,29939,12076,1177304,5456,17645,67939,25609,629525,632932,97503,100600,104204,65169,39821,18165,17978,51966,164183,188941,168577,59515,20155,26956,74971,63753,367476,138724,96697,42027,335588,1063438,132101,61398,70703,144410,11271,4270,7001,6957,27091,10241,16850,13758
"G170","2000","Illinois","17","170","Illinois",12419293,6080336,6338957,3245451,9173842,34.7,447922,476180,462915,275415,187123,92687,85804,256493,451178,463257,985069,797578,278223,92680,126201,343721,204905,52985,428627,453678,442182,258532,172932,86645,81799,247415,440581,456658,998801,829164,299524,102706,141299,428526,330842,139046,9125471,1876875,31006,1150925,235016,5901919,6195593,875140,928701,902526,527576,305479,154292,151257,482683,1774339,1950984,1607999,571585,193089,264224,757020,650618,3233943,1407638,937544,470094,3105513,10032956,1113582,512214,601368,1240310,85022,35191,49831,102881,315957,117972,197985,247761
"G180","2000","Indiana","18","180","Indiana",6080485,2982474,3098011,1574396,4506089,35.2,216573,227610,227183,136352,96370,48472,45021,122909,206836,212766,478310,404106,143251,48184,64734,176852,101657,25288,206642,215663,216233,128140,92620,47201,44169,117959,202199,209324,482393,412759,150918,51634,71123,218541,164223,66270,5320022,510034,15815,158942,75672,2889184,3013147,422762,442775,441625,260573,151740,78119,77588,229821,815282,945959,808708,291407,98863,134312,387681,315116,1567735,702797,467341,235456,1602501,4884938,556113,244482,311631,695345,51412,21631,29781,40259,160311,64072,96239,99061
"G190","2000","Iowa","19","190","Iowa",2926324,1435515,1490809,733638,2192686,36.6,96723,103822,108101,68064,47712,23900,21957,58046,90258,94579,222612,197608,68307,23656,33173,96391,62633,17973,91690,98781,102446,64011,46633,23285,21227,55248,87001,91222,222587,195186,70745,25218,36313,115544,96527,47145,2748640,61853,8989,75064,31778,1386789,1435366,188134,202296,209342,129993,72869,36221,36512,107514,356914,439124,388821,137691,48370,68741,207743,191870,729765,399613,262185,137428,769684,2307441,274565,118654,155911,358689,22221,9041,13180,15939,64367,25484,38883,33903
"G200","2000","Kansas","20","200","Kansas",2688418,1328474,1359944,712993,1975425,35.2,97012,100433,104981,63854,44186,22109,20310,56348,89034,89610,210328,177665,59523,20028,27538,79950,50953,14612,91696,95141,99037,60839,41239,20378,18775,52247,83941,86268,210023,176482,62122,21224,29818,95966,77590,37158,2313944,154198,24936,138844,56496,1283858,1322610,188606,195466,203397,123043,70584,35533,34447,103434,340871,413116,350440,120586,40871,56778,172678,156618,710512,329296,218231,111065,701547,2152884,260923,117238,143685,307001,21411,8274,13137,15551,62757,23905,38852,33904
"G210","2000","Kentucky","21","210","Kentucky",4041769,1975368,2066401,994818,3046951,35.9,136273,143419,143929,87726,60251,31018,29321,83544,141769,143506,317528,273923,99187,34050,45943,122798,65477,15706,129628,135839,135552,82452,58575,29850,28219,81080,139365,143468,325137,283009,105296,37093,51026,151145,107112,42555,3640889,295994,8616,53827,42443,1909166,2017799,265653,278899,278324,167235,100590,51174,50656,155191,553750,630867,550564,202470,70366,95867,268790,206569,990111,475359,310980,164379,1104398,3283984,375211,162416,212795,482733,30568,11806,18762,27929,110565,42919,67646,77392
"G220","2000","Louisiana","22","220","Louisiana",4468976,2162903,2306073,1219799,3249177,34.0,161795,172765,177699,110836,73542,35556,33272,92343,145332,149466,337350,285205,99640,33832,45982,124803,67167,16318,155597,164015,170213,106879,74688,36390,33829,94181,150829,155535,354616,301066,109121,37985,52488,158122,108161,42358,2856161,1451944,25477,87129,48265,2077963,2255048,316888,336392,346735,214189,129884,64133,61256,176084,579813,672616,576376,205834,70767,96862,276111,209071,1214204,485182,325965,159217,1156438,3652322,374158,157856,216302,435340,36349,14729,21620,35516,161546,62627,98919,113529
"G230","2000","Maine","23","230","Maine",1274923,620309,654614,301238,973685,38.6,36186,42535,47422,28420,17403,7831,7449,19654,35381,41937,104029,95780,33822,10736,15720,44134,25433,6437,34540,40487,44830,26818,16844,7499,7356,19867,36570,43729,108951,96816,34668,11631,16610,52062,38457,16879,1236014,6760,7098,12404,12647,603496,636515,70557,82854,91904,54417,27183,11904,12258,37174,155489,211016,191213,67937,22140,31981,94388,77596,299732,171984,111014,60970,340685,988704,112767,44347,68420,159385,12206,4669,7537,7305,32352,11166,21186,16670
"G240","2000","Maryland","24","240","Maryland",5296486,2557794,2738692,1356172,3940314,36.0,180314,200138,200821,112385,69369,33677,31408,91401,166474,196317,443754,362093,128851,41587,54812,143991,81692,18710,173079,191180,191314,106941,67424,32939,31163,93541,176396,209334,472402,392939,139796,45080,60250,177294,129428,48192,3391308,1477411,15423,308757,103587,2478293,2684137,352854,390826,390893,216494,114087,56344,54968,175880,730695,899255,746523,266272,85861,113826,315626,252026,1351067,567652,391303,176349,1359318,4249042,461446,204954,256492,533103,41384,15727,25657,43509,159342,55959,103383,120534
"G250","2000","Massachusetts","25","250","Massachusetts",6349097,3058816,3290281,1500064,4849033,36.5,203062,221145,221168,123770,86690,42546,40292,115918,213376,242386,522345,424234,148841,47177,64327,190298,120293,30948,194206,209716,210079,116918,88359,43503,41669,120351,220648,250378,540650,449119,161161,52113,72788,237532,195347,85744,5367286,343454,15015,477337,146005,2952676,3175205,396325,430098,429591,237233,125058,62073,64636,220371,909251,1047604,863319,306489,97916,135392,418543,383982,1493247,802525,526764,275761,1576696,4902320,548360,251105,297255,649557,36955,14579,22376,51880,163550,57775,105775,126394
"G260","2000","Michigan","26","260","Michigan",9938444,4873095,5065349,2595767,7342677,35.5,343816,382141,383304,222461,146267,70628,67447,186487,327764,354559,793234,675322,237738,77461,103507,290607,169602,40750,328189,363040,363708,209108,142031,69616,66640,183021,326865,352983,805139,692617,248157,81972,114204,352273,264076,101710,7966053,1412742,58479,308754,192416,4729858,4958697,670283,743577,744277,426259,243143,123221,123707,355382,1331841,1568149,1349641,480727,157738,215289,632314,523007,2584396,1155321,772986,382335,2575699,7993829,873227,382634,490593,1074483,79728,31957,47771,74459,283758,107742,176016,190044
"G270","2000","Minnesota","27","270","Minnesota",4919479,2435631,2483848,1286894,3632585,35.4,168829,182912,192118,116372,75162,36040,33746,94252,162132,178502,415317,334551,112203,37124,49524,137353,85186,24308,160765,172982,182877,110039,72789,34294,32160,91991,157694,174810,408865,331145,114654,38379,52985,158472,127654,61293,4400282,171731,54967,209757,82742,2369357,2414239,329009,355396,373628,223945,122551,59419,59192,179207,662253,812790,658339,224414,74575,101224,289831,257823,1281978,547654,359251,188403,1255141,3882462,477615,210093,267522,540630,37305,14648,22657,30809,111371,41695,69676,57411
"G280","2000","Mississippi","28","280","Mississippi",2844658,1373554,1471104,775187,2069471,33.8,104520,110509,111599,68996,49732,24289,22111,60393,94043,92364,206495,176013,63298,22457,30845,81530,42581,11779,99844,106411,107143,66165,48295,23710,22042,60402,98483,96908,218877,185968,68904,24965,35354,104180,72341,31112,1746099,1033809,11652,33077,20021,1317944,1431300,204147,216578,217614,133014,80907,39359,38046,111690,369695,415792,357277,130735,46945,65410,181991,140044,771353,322035,215791,106244,747159,2344191,234484,98976,135508,286360,22729,8940,13789,22881,106203,40916,65287,74502
"G290","2000","Missouri","29","290","Missouri",5595211,2720177,2875034,1427692,4167519,36.1,189250,204037,211383,126947,83888,40515,38192,105978,180285,187446,439397,362352,134452,45839,62981,178087,102205,26943,180648,194861,200697,119869,82592,40669,37814,106330,182020,188982,448172,380110,144621,50001,69504,215139,161377,71628,4748083,629391,25076,110600,82061,2633939,2799214,369413,398367,410384,243270,138625,68540,68275,202871,722986,871338,733609,276297,94781,130944,385552,317901,1421434,703453,463713,239740,1476516,4465170,497201,216518,280683,643665,46007,18178,27829,35883,156571,59127,97444,97189
"G300","2000","Montana","30","300","Montana",902195,449480,452715,230062,672133,37.5,28212,31822,35657,22554,14235,6617,6291,17437,26389,26060,69942,68522,23864,8021,10915,29855,18205,4882,26657,30141,33641,21378,13143,6272,5852,15910,24715,26115,71999,66566,23310,7885,11124,32664,24888,10455,817229,2692,56068,10476,15730,436244,441189,54653,61753,68919,43107,22628,11163,11131,31972,101130,139807,133715,46708,15748,21833,61507,51659,228432,113166,74679,38487,237407,710448,82384,33523,48861,109683,8222,2926,5296,5102,21201,7797,13404,10815
"G310","2000","Nebraska","31","310","Nebraska",1711263,843351,867912,450242,1261021,35.3,59681,63001,66180,41524,27711,13154,12791,35356,57373,56673,132620,112606,38280,12816,17955,53065,33003,9562,57367,60444,62754,39291,26383,12914,12058,34058,54676,54551,131214,113148,39304,13442,19743,62634,49540,24391,1533261,68541,14896,70612,23953,818789,841656,116817,123312,128183,79282,43481,21318,22177,66696,219917,260620,223621,76852,25979,37261,113381,101548,447594,214929,140260,74669,443411,1358039,165564,73843,91721,195432,12387,4865,7522,9685,39685,15815,23870,20658
"G320","2000","Nevada","32","320","Nevada",1998257,1018051,980206,511799,1486458,35.0,74800,76547,71623,40224,25644,13297,13091,41625,77234,83053,167706,135656,52500,18181,24902,65165,31159,5644,71017,72775,67570,37243,24058,12081,11936,37976,71492,74832,154255,133394,52557,17786,24273,66610,39006,11345,1501886,135477,26420,258046,76428,994037,970545,145596,149160,138822,76277,47021,24135,23974,77397,300072,315284,265639,104159,35701,48773,130440,82132,509855,212572,148235,64337,498333,1564156,166072,82344,83728,207129,22099,9565,12534,19551,50675,19672,31003,32807
"G330","2000","New Hampshire","33","330","New Hampshire",1235786,607687,628099,309562,926224,37.1,39006,45344,47510,26793,17271,7736,7425,19192,35427,44002,109654,91793,31380,9802,13218,36565,20520,5049,36679,43193,45745,25292,17332,8122,7628,18663,35928,44704,111525,92193,31284,10058,13917,41762,30892,13182,1186851,9035,2964,23722,13214,591358,608889,75577,88398,92878,51617,25723,11446,12167,35558,158087,219478,182937,62316,19722,26909,76983,60451,308470,137434,92942,44492,323651,979685,120337,50590,69747,142101,10816,4131,6685,7445,27257,9048,18209,15695
"G340","2000","New Jersey","34","340","New Jersey",8414350,4082813,4331537,2087558,6326792,36.7,288085,309563,302708,169119,101901,49574,48093,146961,272873,319031,708291,561202,202559,66646,89427,254197,153851,38732,275700,294966,287869,159548,94648,47196,46191,142064,272044,325092,726815,597696,220779,73282,101291,320472,248617,97267,6104705,1141821,19492,934577,213755,3972521,4247008,562714,603715,589246,325696,175333,85352,84367,275063,1160626,1411037,1145315,418826,138316,188510,564517,490896,2081371,1055413,728471,326942,2154539,6924607,776205,359694,416511,862117,52542,21915,30627,76663,196809,66412,130397,190203
"G350","2000","New Mexico","35","350","New Mexico",1819046,894317,924729,508574,1310472,34.6,66191,71777,75254,46028,28719,13513,12539,35294,57653,59140,138892,119923,41949,14358,19888,55224,30358,7617,64437,69394,72055,43438,27566,13128,12163,34654,57734,59564,143117,125896,45191,15693,21673,62521,40816,15689,1214253,34343,173483,330640,66327,871865,910874,130373,140960,146830,88114,51123,24340,22944,67068,228865,277467,243543,86536,29830,41271,116310,87165,506277,203475,142215,61260,466515,1481288,157745,68122,89623,184073,21152,9370,11782,13923,56133,21343,34790,33489
"G360","2000","New York","36","360","New York",18976457,9146748,9829709,4690107,14286350,35.9,634081,691025,682849,394702,266915,132137,125897,364995,640315,715306,1509276,1226925,436363,148611,201213,561262,327814,87062,605336,660832,649584,371698,254229,127897,123367,370016,664410,737293,1565022,1326011,495645,171200,234955,714784,533004,224426,12893689,3014385,82461,2395740,590182,8823500,9572496,1232795,1347276,1325416,753487,428358,215691,217661,696349,2688192,3006908,2513995,919456,315290,429711,1248605,1056806,4658974,2305411,1523161,782250,4639387,14937403,1527187,697934,829253,1762327,130810,53702,77108,180887,573384,211610,361774,464792
"G370","2000","North Carolina","37","370","North Carolina",8049313,3942695,4106618,1964047,6085266,35.3,276327,288493,281184,160121,117703,64965,62432,176021,307363,309302,637301,528012,192337,63964,88159,237471,124172,27368,263182,274060,270183,150497,111610,57720,55542,160828,294159,302591,649819,557138,207870,70728,100654,296306,205638,78093,5804656,1737545,99551,304301,103260,3794388,4001044,538850,561863,549461,307244,179197,96506,99309,313909,1185633,1266118,1073495,396334,133244,186650,522789,384830,1957418,907619,621792,285827,2158869,6435927,707506,319869,387637,937840,60791,24200,36591,62735,227351,86411,140940,162646
